target,domain,cox_effect_plus0_1,ci_low,ci_high,significant,beta_linear,gamma_log,eps
loss_arxiv,arxiv,-0.186003475267432,-0.19732528864858143,-0.17551090202138636,True,2.9956832669528652,-0.22608903028610403,0.0001
loss_arxiv,freelaw,0.10244727456336733,0.07218208427225818,0.13230564772011452,True,4.147033225588875,-0.013578960210147985,0.0001
loss_arxiv,nih_exporter,0.1635583653378898,-0.20345372669089434,0.481182970192857,False,4.734487649280612,1.3298572365395656e-05,0.0001
loss_arxiv,pubmed_central,-0.010481533115842545,-0.01974756468121619,-0.0003252684458268982,True,3.2214943288766995,-0.031873485185463714,0.0001
loss_arxiv,wikipedia_en,0.06823442306378169,0.04575320576691415,0.08975647232315634,True,3.8664452518233365,-0.014741490605073444,0.0001
loss_arxiv,dm_mathematics,-0.018694954437678213,-0.060100027405266675,0.019737757174703646,False,2.811535326497558,0.007137803929685759,0.0001
loss_arxiv,github,0.04660416793561151,0.03594738634414248,0.05804663662406775,True,3.548498885422508,-0.004480119425328433,0.0001
loss_arxiv,philpapers,-0.16431742768876578,-0.43089485205527356,0.09364249264285673,False,1.4600995105679906,0.00047895150999692786,0.0001
loss_arxiv,stackexchange,-0.05968792349863472,-0.07221205826008144,-0.046766363351149164,True,2.9605477560032365,-0.05355015058636599,0.0001
loss_arxiv,enron_emails,0.49811245857757314,-0.26674908424022253,1.2203340747076485,False,7.970598394249117,0.0028032182791797615,0.0001
loss_arxiv,gutenberg_pg_19,0.0734794210720997,0.041937186860536865,0.10970090417972772,True,3.9135183549854844,-0.009056945391657911,0.0001
loss_arxiv,pile_cc,0.0497362939533641,0.03746501450012889,0.063368714299136,True,3.5775757800850156,-0.00480181665088708,0.0001
loss_arxiv,ubuntu_irc,0.017988828040096827,-0.039648095244819936,0.09799648806487644,False,3.1246540776017766,0.00860572493722427,0.0001
loss_arxiv,europarl,-0.08938822940911706,-0.2011546904358415,0.019094497253105903,False,1.578979210744741,0.029186962333583057,0.0001
loss_arxiv,hackernews,0.09208048655440582,-0.017153753823018036,0.20216572103516434,False,4.021457309835632,-0.00011008495543687724,0.0001
loss_arxiv,pubmed_abstracts,0.028439022809548575,0.009202737061104771,0.04997452219158936,True,3.384036539416516,-0.001135281483300805,0.0001
loss_arxiv,uspto_backgrounds,0.048673520763670375,0.02668028435424721,0.07249533357515713,True,3.5500428580484007,0.0008577035766133375,0.0001
loss_freelaw,arxiv,0.06677354392723522,0.0591026197549702,0.0745995443343888,True,3.8181733844228933,-0.0033935926354990513,0.001
loss_freelaw,freelaw,-0.2357592131073849,-0.24038342475385538,-0.2321986953226591,True,3.500463268359342,-0.31270650752567053,0.001
loss_freelaw,nih_exporter,0.10499262685392186,-0.004422040137986658,0.22379009763984625,False,4.494664983394905,-0.008806835040155371,0.001
loss_freelaw,pubmed_central,0.05996291415818167,0.05479412102750088,0.06603584106896739,True,3.775607477729075,-0.0071019936005655235,0.001
loss_freelaw,wikipedia_en,0.0019596166320292596,-0.00381255414699202,0.007228702526734044,False,3.3275778051276768,-0.012465810651476261,0.001
loss_freelaw,dm_mathematics,0.049864108967870635,0.027642188404635993,0.06870961194423031,True,3.6527530796424266,0.002212002526667238,0.001
loss_freelaw,github,0.08062380387505197,0.07428310160926863,0.08702044719621302,True,4.006568985846353,-0.01420669241908166,0.001
loss_freelaw,philpapers,-0.021449727468799473,-0.15790194200722202,0.10690345218568051,False,2.9725021854639953,0.0005962238293700282,0.001
loss_freelaw,stackexchange,0.0572703494983422,0.05031024404630431,0.062403190736866884,True,3.7679435751112145,-0.007136874564257968,0.001
loss_freelaw,enron_emails,-0.38978763109790293,-0.7620628755198715,-0.01105693505420706,True,-1.0412086515747612,0.010092326574328713,0.001
loss_freelaw,gutenberg_pg_19,0.01847168611665051,0.006900560968939029,0.029826862521028022,True,3.5175180034795654,-0.012065256403570137,0.001
loss_freelaw,pile_cc,-0.036466243996402525,-0.04304874191584764,-0.0309460664893973,True,3.032980471623604,-0.023837542907915406,0.001
loss_freelaw,ubuntu_irc,0.04152914376909589,0.014451548184552165,0.06216997769284745,True,3.4638192128008596,0.008007547107267149,0.001
loss_freelaw,europarl,0.024395455031092084,-0.022854986982908616,0.0782034404445633,False,3.308827397972514,0.006252314857054645,0.001
loss_freelaw,hackernews,0.015686849312663398,-0.03618365284221907,0.08062405591427076,False,3.3172193365351954,0.0018036157857449545,0.001
loss_freelaw,pubmed_abstracts,0.05384872827604603,0.045774126515017444,0.061365764122708735,True,3.7536591562791233,-0.005214135553444832,0.001
loss_freelaw,uspto_backgrounds,0.03932868833977121,0.03205186848860002,0.046419956216598515,True,3.5469266608395946,0.002062592694461018,0.001
loss_pubmed_central,arxiv,0.02278184656487081,0.015105870893567897,0.02930190457429529,True,3.670485493575199,-0.019467230978557286,0.0001
