target,domain,cox_effect_plus0_1,ci_low,ci_high,significant
loss_arxiv,arxiv,-0.29089588146864553,-0.3122241662944864,-0.2676507868375703,True
loss_arxiv,freelaw,0.12862621327273205,0.0897354469000977,0.1761722117205377,True
loss_arxiv,nih_exporter,-0.03511437686408707,-0.4719866234463269,0.4355708032123577,False
loss_arxiv,pubmed_central,-0.006604941960033452,-0.0259562137677127,0.013795911192179692,False
loss_arxiv,wikipedia_en,0.06787668425436404,0.030665157160115336,0.10583718161601244,True
loss_arxiv,dm_mathematics,-0.04150656574306887,-0.12843505246881107,0.04607089141597219,False
loss_arxiv,github,0.09350528556950129,0.07496959025164604,0.11670374289897788,True
loss_arxiv,philpapers,-0.46990805255452667,-0.834615258879643,-0.06744232487428482,True
loss_arxiv,stackexchange,-0.06533305410524474,-0.09107482224550406,-0.04650324177604517,True
loss_arxiv,enron_emails,0.26290984021182173,-0.795009618888223,1.295695160110444,False
loss_arxiv,gutenberg_pg_19,0.027559960651277162,-0.03890736048858553,0.0892383030524243,False
loss_arxiv,pile_cc,0.09741281591964028,0.06809180166384284,0.12505170934663573,True
loss_arxiv,ubuntu_irc,-0.03848361814612779,-0.15096483056005658,0.09252503821551009,False
loss_arxiv,europarl,-0.0825065554138834,-0.2643889690530385,0.11728175263200234,False
loss_arxiv,hackernews,-0.0558250142754951,-0.26452473795582027,0.14554438864980873,False
loss_arxiv,pubmed_abstracts,0.014864014801015046,-0.02949212514027528,0.060198276879351406,False
loss_arxiv,uspto_backgrounds,0.05125981378889584,0.01430041364156922,0.09661870673285262,True
loss_freelaw,arxiv,0.08059305926212641,0.05928563288653067,0.09886384245776564,True
loss_freelaw,freelaw,-0.2912844405529512,-0.32468979995565356,-0.26716066094290747,True
loss_freelaw,nih_exporter,-0.13053150300548932,-0.40765642235446536,0.11994977208600117,False
loss_freelaw,pubmed_central,0.05569426664286208,0.03745082136339437,0.07549522360792044,True
loss_freelaw,wikipedia_en,-0.004355478082602968,-0.025730610169416024,0.01835555714303702,False
